application_id,user_id,offer_month,offer_number,current_lender,current_balance,current_monthly_payment,current_remaining_term_months,current_total_left_to_pay,offer_apr,offer_term_months,offer_monthly_payment,offer_total_payable,monthly_saving,total_cost_saving
A018358,U109290,2026-03,2,,11745.05,774.5,17,13166.51,8.9,12,1026.58,12318.92,-252.08,847.58
A018359,U105793,2026-03,3,,3083.61,371.51,9,3343.56,10.8,12,272.25,3266.97,99.26,76.59
A018360,U106149,2026-03,3,,16077.75,578.83,36,20837.97,10.5,21,841.44,17670.15,-262.6,3167.82
A018361,U111626,2026-03,1,,13196.87,405.13,42,17015.64,12.0,68,268.41,18251.86,136.72,-1236.22
A018362,U110524,2026-03,1,,1791.89,147.15,14,2060.06,15.8,12,162.41,1948.92,-15.26,111.14
A018363,U102846,2026-03,4,,4414.14,671.37,7,4699.61,11.8,12,391.78,4701.34,279.59,-1.73
A018364,U112761,2026-03,1,,11921.26,941.72,15,14125.75,21.7,31,505.74,15677.98,435.98,-1552.23
A018365,U110489,2026-03,1,,13216.07,820.0,20,16399.96,23.8,42,466.65,19599.47,353.34,-3199.51
A018366,U102694,2026-03,4,,6067.89,261.66,29,7588.27,13.3,23,300.33,6907.5,-38.66,680.77
A018367,U111795,2026-03,1,,7178.25,671.84,12,8062.12,15.2,14,562.77,7878.77,109.07,183.35
A018368,U103388,2026-03,3,,5986.57,351.91,22,7742.06,20.0,16,429.35,6869.67,-77.44,872.39
A018369,U112805,2026-03,1,,4819.61,200.82,31,6225.55,14.1,20,271.81,5436.2,-70.99,789.35
A018370,U108998,2026-03,2,,3017.63,363.12,9,3268.08,12.5,12,268.82,3225.83,94.3,42.25
A018371,U103467,2026-03,3,,12688.4,890.9,17,15145.3,21.4,44,418.59,18418.16,472.31,-3272.85
A018372,U103088,2026-03,4,,2980.04,146.77,24,3522.43,8.9,18,177.47,3194.4,-30.7,328.02
A018373,U112282,2026-03,1,,8850.28,317.77,45,14299.5,14.7,48,244.97,11758.38,72.8,2541.12
A018374,U111767,2026-03,1,,10343.68,418.41,36,15062.69,21.8,29,462.0,13398.07,-43.59,1664.61
A018375,U108656,2026-03,2,,4897.11,433.66,13,5637.6,17.3,12,447.34,5368.05,-13.68,269.55
A018376,U105991,2026-03,3,,7687.25,688.98,13,8956.68,22.1,40,273.27,10930.75,415.71,-1974.07
A018377,U105708,2026-03,3,,5565.09,572.95,11,6302.46,24.5,37,215.76,7983.26,357.19,-1680.8
A018378,U104940,2026-03,3,,5215.29,181.05,44,7966.11,16.0,28,224.41,6283.53,-43.36,1682.58
A018379,U101952,2026-03,4,,3863.94,530.69,8,4245.53,14.7,12,348.21,4178.47,182.49,67.06
A018380,U110713,2026-03,1,,9798.16,369.58,42,15522.26,24.2,54,299.49,16172.34,70.09,-650.08
A018381,U110680,2026-03,1,,6569.74,216.03,41,8857.11,16.1,60,160.11,9606.76,55.91,-749.65
A018382,U104877,2026-03,3,,5536.2,263.18,27,7105.95,18.4,49,161.52,7914.4,101.67,-808.45
A018383,U110601,2026-03,1,,12343.56,445.97,40,17838.76,18.6,55,335.16,18433.54,110.81,-594.79
A018384,U108718,2026-03,2,,19897.55,1079.11,22,23740.52,14.5,37,670.1,24793.82,409.01,-1053.3
A018385,U111873,2026-03,1,,8826.89,457.2,27,12344.32,26.7,40,335.54,13421.65,121.66,-1077.33
A018386,U109357,2026-03,2,,9034.18,292.31,44,12861.6,8.9,45,236.86,10658.62,55.45,2202.98
A018387,U104643,2026-03,3,,20925.47,814.02,43,35002.97,23.7,37,802.47,29691.23,11.56,5311.74
A018388,U108585,2026-03,2,,8996.58,253.13,48,12150.07,8.9,42,250.08,10503.48,3.04,1646.58
A018389,U104477,2026-03,3,,4066.33,390.04,12,4680.5,13.1,16,278.37,4453.88,111.67,226.61
A018390,U103374,2026-03,3,,5095.06,641.73,9,5775.54,21.3,12,475.15,5701.85,166.57,73.68
A018391,U107828,2026-03,2,,11059.62,1324.44,9,11919.92,8.9,12,966.67,11600.0,357.77,319.92
A018392,U111300,2026-03,1,,11868.37,376.48,57,21459.59,15.7,60,286.73,17203.64,89.76,4255.95
A018393,U108611,2026-03,2,,4907.33,165.84,47,7794.26,22.3,64,131.74,8431.33,34.1,-637.07
A018394,U108706,2026-03,2,,4997.61,612.77,9,5514.94,17.5,13,424.81,5522.55,187.96,-7.6
A018395,U103913,2026-03,3,,10327.9,647.99,20,12959.82,20.4,17,704.65,11979.01,-56.66,980.82
A018396,U103864,2026-03,3,,2247.93,406.18,6,2437.08,24.4,27,109.01,2943.39,297.17,-506.3
A018397,U112445,2026-03,1,,8202.14,337.76,32,10808.27,19.0,58,217.19,12597.2,120.57,-1788.93
A018398,U109056,2026-03,2,,20204.42,991.99,26,25791.66,13.9,29,824.25,23903.26,167.74,1888.41
A018399,U108134,2026-03,2,,17394.23,570.08,62,35344.72,24.7,51,554.04,28255.81,16.04,7088.92
A018400,U107021,2026-03,2,,4871.97,487.72,11,5364.88,13.9,12,437.21,5246.54,50.51,118.34
A018401,U106110,2026-03,3,,3448.9,201.38,21,4229.05,16.8,12,314.23,3770.74,-112.85,458.31
A018402,U106508,2026-03,3,,1967.31,223.91,10,2239.12,24.6,38,75.03,2851.19,148.88,-612.07
A018403,U109400,2026-03,2,,6169.47,466.19,15,6992.8,12.0,12,548.15,6577.8,-81.96,415.0
A018404,U100935,2026-03,4,,5511.98,763.29,8,6106.3,20.5,12,511.92,6143.03,251.37,-36.73
A018405,U110351,2026-03,1,,5909.83,327.89,21,6885.75,8.9,15,417.77,6266.52,-89.88,619.22
A018406,U108567,2026-03,2,,2169.9,144.84,18,2607.18,14.2,12,195.03,2340.4,-50.19,266.77
A018407,U108376,2026-03,2,,6068.1,527.98,13,6863.72,8.9,14,457.93,6411.04,70.05,452.69
A018408,U111847,2026-03,1,,5182.78,140.17,52,7288.64,11.5,36,170.91,6152.66,-30.74,1135.98
A018409,U104563,2026-03,3,,12670.4,477.93,37,17683.42,17.6,28,555.04,15541.04,-77.11,2142.38
A018410,U101477,2026-03,4,,9461.16,397.52,38,15105.94,29.6,65,293.62,19085.27,103.91,-3979.34
A018411,U106313,2026-03,3,,2465.98,276.81,10,2768.09,23.9,40,90.01,3600.57,186.79,-832.48
A018412,U110639,2026-03,1,,17264.27,546.53,47,25687.04,19.8,69,420.95,29045.43,125.58,-3358.38
A018413,U111715,2026-03,1,,7035.28,278.15,38,10569.56,16.1,36,247.69,8916.74,30.46,1652.83
A018414,U110587,2026-03,1,,7466.58,571.35,15,8570.31,19.3,38,264.14,10037.29,307.21,-1466.98
A018415,U105902,2026-03,3,,22198.71,709.07,48,34035.41,18.5,70,520.65,36445.61,188.42,-2410.2
A018416,U111819,2026-03,1,,12705.1,514.36,37,19031.4,17.6,34,477.24,16226.15,37.12,2805.25
A018417,U111683,2026-03,1,,14679.82,584.93,35,20472.39,21.6,61,398.43,24304.43,186.49,-3832.04
A018418,U102011,2026-03,4,,15109.09,773.89,25,19347.36,18.4,14,1207.42,16903.88,-433.53,2443.48
A018419,U105792,2026-03,3,,11025.58,453.5,34,15419.0,22.0,59,307.37,18134.75,146.13,-2715.74
A018420,U107379,2026-03,2,,6977.77,200.5,59,11829.48,14.5,61,162.34,9902.68,38.16,1926.8
A018421,U102249,2026-03,4,,9907.2,604.13,21,12686.66,19.6,24,502.3,12055.22,101.83,631.44
A018422,U100648,2026-03,4,,4447.57,684.12,7,4788.87,19.8,35,168.3,5890.34,515.83,-1101.46
A018423,U109115,2026-03,2,,14125.03,598.2,39,23329.64,19.4,36,520.63,18742.63,77.57,4587.02
A018424,U110518,2026-03,1,,6295.86,249.91,42,10496.36,23.8,48,204.56,9818.93,45.35,677.43
A018425,U112417,2026-03,1,,12861.99,397.45,51,20270.11,13.4,56,310.17,17369.34,87.29,2900.77
A018426,U111636,2026-03,1,,8391.96,242.74,66,16020.85,18.9,58,221.76,12862.16,20.98,3158.69
A018427,U107925,2026-03,2,,6292.32,633.22,11,6965.46,17.0,29,266.1,7716.98,367.12,-751.52
A018428,U108668,2026-03,2,,7264.53,1127.13,7,7889.94,17.4,12,663.94,7967.27,463.2,-77.32
A018429,U105838,2026-03,3,,13360.12,454.66,42,19095.73,12.7,37,438.27,16215.89,16.39,2879.85
A018430,U108620,2026-03,2,,3860.64,213.88,24,5133.05,25.9,44,136.78,6018.24,77.1,-885.19
A018431,U102607,2026-03,4,,11923.28,424.76,45,19113.99,25.3,66,336.22,22190.46,88.54,-3076.48
A018432,U107075,2026-03,2,,12943.92,722.51,23,16617.67,16.2,28,558.22,15630.23,164.28,987.44
A018433,U112111,2026-03,1,,12117.86,559.29,31,17337.91,16.1,35,436.13,15264.54,123.16,2073.37
A018434,U111833,2026-03,1,,3922.15,348.85,13,4535.03,18.3,19,239.34,4547.4,109.51,-12.36
A018435,U107054,2026-03,2,,2715.75,162.77,20,3255.32,17.4,44,83.92,3692.57,78.84,-437.25
A018436,U102408,2026-03,4,,14165.04,508.12,43,21849.14,21.4,72,350.89,25263.75,157.23,-3414.62
A018437,U101747,2026-03,4,,7158.25,874.21,9,7867.87,12.0,15,516.28,7744.2,357.93,123.67
A018438,U103809,2026-03,3,,10843.2,809.18,16,12946.95,12.8,12,967.47,11609.61,-158.28,1337.34
A018439,U110360,2026-03,1,,15591.01,457.4,52,23784.9,19.5,79,351.82,27793.52,105.59,-4008.63
A018440,U101270,2026-03,4,,6264.78,304.77,27,8228.67,23.6,44,214.07,9419.22,90.69,-1190.55
A018441,U106507,2026-03,3,,8551.79,255.73,50,12786.45,11.1,35,287.14,10049.82,-31.41,2736.63
A018442,U100089,2026-03,4,,1701.19,295.9,6,1775.37,8.9,12,148.69,1784.31,147.2,-8.94
A018443,U103151,2026-03,4,,16522.57,612.71,38,23282.87,9.4,33,570.13,18814.29,42.58,4468.58
A018444,U102235,2026-03,4,,5025.95,496.42,12,5956.98,27.0,12,482.58,5790.94,13.84,166.04
A018445,U101070,2026-03,4,,8306.09,323.85,33,10687.19,16.8,60,205.54,12332.13,118.32,-1644.94
A018446,U110236,2026-03,1,,2233.47,269.52,9,2425.64,12.3,12,198.75,2385.06,70.76,40.58
A018447,U104750,2026-03,3,,8672.33,359.19,36,12930.74,26.0,55,271.38,14925.75,87.81,-1995.01
A018448,U111894,2026-03,1,,2204.63,194.06,13,2522.72,22.3,31,94.2,2920.16,99.86,-397.45
A018449,U108957,2026-03,2,,11091.22,362.34,40,14493.69,8.9,25,487.69,12192.18,-125.35,2301.51
A018450,U103303,2026-03,3,,1579.06,120.25,16,1924.0,14.3,19,93.36,1773.92,26.89,150.08
A018451,U112105,2026-03,1,,8526.74,393.39,29,11408.23,15.0,17,559.87,9517.75,-166.48,1890.48
A018452,U112942,2026-03,1,,20755.31,967.56,30,29026.76,13.4,25,956.08,23901.95,11.48,5124.81
A018453,U111599,2026-03,1,,6259.15,259.33,32,8298.71,14.0,33,229.61,7577.15,29.72,721.55
A018454,U108422,2026-03,2,,18490.11,1211.29,19,23014.57,16.0,23,938.78,21591.99,272.51,1422.58
A018455,U106713,2026-03,2,,3655.02,184.05,26,4785.32,21.1,13,316.97,4120.56,-132.92,664.77
A018456,U108875,2026-03,2,,9349.36,1442.74,7,10099.16,14.2,12,840.33,10083.98,602.41,15.18
A018457,U107491,2026-03,2,,5190.5,335.65,18,6041.78,14.9,37,175.82,6505.37,159.83,-463.59
A018458,U108066,2026-03,2,,4095.95,192.54,31,5968.59,25.7,56,126.26,7070.61,66.27,-1102.02
A018459,U111134,2026-03,1,,9571.18,757.01,15,11355.14,22.8,31,411.39,12753.1,345.62,-1397.96
A018460,U111331,2026-03,1,,14037.63,965.4,18,17377.19,18.7,20,822.34,16446.83,143.06,930.35
A018461,U111377,2026-03,1,,7870.21,290.64,47,13660.21,23.7,50,249.14,12457.05,41.5,1203.16
A018462,U110546,2026-03,1,,5204.65,275.3,23,6331.86,10.9,12,459.75,5517.03,-184.45,814.83
A018463,U101553,2026-03,4,,3020.02,248.44,14,3478.12,18.0,12,276.88,3322.51,-28.44,155.61
A018464,U112210,2026-03,1,,4357.3,266.8,21,5602.81,27.2,46,153.52,7061.7,113.29,-1458.9
A018465,U103519,2026-03,3,,6068.41,454.05,16,7264.82,18.7,12,558.38,6700.51,-104.32,564.31
A018466,U111042,2026-03,1,,13614.52,709.39,28,19863.04,27.4,31,617.59,19145.29,91.8,717.75
A018467,U111980,2026-03,1,,17576.73,755.68,33,24937.46,19.1,21,991.23,20815.82,-235.55,4121.64
A018468,U105238,2026-03,3,,9039.74,467.2,26,12147.2,23.3,41,321.79,13193.42,145.41,-1046.22
A018469,U103644,2026-03,3,,3311.45,329.44,11,3623.82,17.1,36,118.23,4256.17,211.21,-632.35
A018470,U101481,2026-03,4,,15320.19,1047.52,18,18855.39,20.1,13,1321.24,17176.12,-273.72,1679.27
A018471,U106622,2026-03,2,,4092.62,390.97,12,4691.62,21.4,30,177.34,5320.09,213.63,-628.47
A018472,U112777,2026-03,1,,4964.77,168.35,45,7575.91,16.4,29,208.51,6046.86,-40.16,1529.05
A018473,U110102,2026-03,1,,13320.79,584.6,30,17537.95,18.3,56,355.43,19904.11,229.17,-2366.15
A018474,U103476,2026-03,3,,4488.51,797.49,6,4784.93,17.1,12,409.59,4915.04,387.9,-130.11
A018475,U108434,2026-03,2,,4039.21,392.58,12,4710.96,26.7,29,190.51,5524.8,202.07,-813.85
A018476,U100572,2026-03,4,,2743.65,237.67,13,3089.68,17.1,38,94.01,3572.24,143.66,-482.56
A018477,U110034,2026-03,1,Lender E,4277.8,590.48,8,4723.85,13.5,12,383.09,4597.03,207.4,126.82
A018478,U108374,2026-03,2,,9914.77,514.47,26,13376.1,18.4,25,480.44,12011.12,34.02,1364.98
A018479,U105970,2026-03,3,,9450.09,296.74,42,12463.0,8.9,47,238.88,11227.31,57.86,1235.69
A018480,U103237,2026-03,4,,9261.11,653.13,18,11756.34,29.6,42,356.58,14976.46,296.55,-3220.13
A018481,U106745,2026-03,2,,7627.15,473.85,19,9003.22,16.9,31,305.34,9465.61,168.51,-462.38
A018482,U106336,2026-03,3,,8238.36,303.76,34,10327.73,8.9,19,466.47,8862.92,-162.71,1464.81
A018483,U110308,2026-03,1,,3503.55,232.03,17,3944.44,11.4,42,101.55,4265.26,130.47,-320.82
A018484,U110364,2026-03,1,,3670.07,157.56,34,5356.87,23.7,62,103.17,6396.55,54.38,-1039.68
A018485,U110699,2026-03,1,,3382.17,290.23,13,3772.99,8.9,12,295.62,3547.42,-5.39,225.56
A018486,U102301,2026-03,4,,1307.46,173.64,8,1389.14,9.4,12,114.58,1374.98,59.06,14.16
A018487,U111154,2026-03,1,,10930.26,726.4,18,13075.26,17.5,12,999.49,11993.85,-273.08,1081.41
A018488,U111746,2026-03,1,,7134.85,349.95,26,9098.63,14.9,20,405.07,8101.37,-55.12,997.26
A018489,U101083,2026-03,4,,9723.28,498.54,26,12961.96,23.8,53,298.13,15800.72,200.41,-2838.76
A018490,U101679,2026-03,4,,8733.26,793.43,13,10314.56,26.9,28,423.33,11853.31,370.1,-1538.75
A018491,U108058,2026-03,2,Lender B,16238.82,827.28,24,19854.75,10.7,27,679.4,18343.87,147.88,1510.88
A018492,U110889,2026-03,1,,2563.39,130.02,25,3250.42,21.1,54,73.91,3990.98,56.11,-740.56
A018493,U109906,2026-03,1,,3423.89,329.92,12,3959.08,22.8,32,143.78,4601.03,186.14,-641.95
A018494,U105482,2026-03,3,,9467.68,573.99,21,12053.86,26.5,51,311.24,15873.32,262.75,-3819.46
A018495,U106392,2026-03,3,,10039.78,1035.11,11,11386.16,16.0,12,910.92,10931.01,124.19,455.15
A018496,U106200,2026-03,3,,5322.1,305.43,20,6108.51,8.9,23,252.55,5808.6,52.88,299.91
A018497,U103571,2026-03,3,,7909.23,415.41,24,9969.87,20.6,45,253.74,11418.08,161.68,-1448.21
A018498,U106697,2026-03,2,,3980.3,148.42,46,6827.38,19.4,46,123.32,5672.74,25.1,1154.65
A018499,U109701,2026-03,2,,3317.62,315.16,12,3781.92,20.6,12,308.28,3699.36,6.88,82.56
A018500,U103119,2026-03,4,,11559.3,565.2,25,14130.0,16.2,43,356.11,15312.9,209.09,-1182.9
A018501,U110969,2026-03,1,,4590.34,164.31,35,5750.72,11.9,59,103.14,6085.51,61.16,-334.78
A018502,U112328,2026-03,1,,4169.22,356.18,13,4630.32,16.4,37,144.31,5339.63,211.86,-709.3
A018503,U111831,2026-03,1,,5836.09,212.61,39,8291.85,12.4,43,168.79,7258.0,43.82,1033.86
A018504,U112944,2026-03,1,,15038.12,758.02,26,19708.44,13.5,28,629.09,17614.5,128.93,2093.94
A018505,U108674,2026-03,2,,4899.22,231.68,27,6255.29,19.1,55,134.35,7389.12,97.33,-1133.83
A018506,U104664,2026-03,3,,5210.13,205.92,42,8648.75,21.2,40,182.75,7310.12,23.17,1338.63
A018507,U103884,2026-03,3,,6845.76,265.21,32,8486.69,12.2,52,170.15,8847.97,95.06,-361.29
A018508,U112304,2026-03,1,,11345.82,630.45,23,14500.45,17.1,12,1035.33,12423.97,-404.88,2076.48
A018509,U107786,2026-03,2,,4309.22,343.15,15,5147.28,21.1,12,401.45,4817.46,-58.3,329.83
A018510,U110741,2026-03,1,,13750.66,915.85,18,16485.38,11.8,22,698.13,15358.85,217.73,1126.54
A018511,U105829,2026-03,3,,16165.36,832.22,27,22469.84,27.6,52,536.15,27879.58,296.07,-5409.74
A018512,U111738,2026-03,1,,16813.23,1054.89,20,21097.84,22.5,35,659.45,23080.85,395.44,-1983.01
A018513,U111444,2026-03,1,,14255.3,649.77,28,18193.66,18.7,55,387.83,21330.74,261.94,-3137.07
A018514,U110808,2026-03,1,,15452.86,360.32,61,21979.69,9.4,43,424.68,18261.09,-64.35,3718.6
A018515,U112249,2026-03,1,,11709.66,693.08,22,15247.78,24.9,51,374.29,19088.94,318.79,-3841.16
A018516,U112940,2026-03,1,,5920.4,364.68,19,6928.91,8.9,23,280.94,6461.58,83.74,467.33
A018517,U110410,2026-03,1,,13815.64,540.65,32,17300.71,15.8,53,363.76,19279.48,176.88,-1978.77
A018518,U108788,2026-03,2,,22644.1,918.33,33,30304.92,8.9,38,686.0,26068.04,232.33,4236.88
A018519,U111545,2026-03,1,,1645.92,155.96,12,1871.48,12.4,12,146.55,1758.56,9.41,112.92
A018520,U103796,2026-03,3,,2848.16,254.16,13,3304.04,19.9,12,263.7,3164.42,-9.54,139.62
A018521,U107526,2026-03,2,,8496.93,426.93,28,11954.16,15.6,31,334.78,10378.13,92.16,1576.03
A018522,U103107,2026-03,4,,4368.55,585.05,8,4680.42,10.2,12,384.47,4613.66,200.58,66.76
A018523,U105676,2026-03,3,,6923.14,356.0,25,8899.89,17.2,20,400.6,8011.97,-44.6,887.92
A018524,U101987,2026-03,4,,12172.85,481.26,38,18288.07,25.5,61,357.92,21833.36,123.34,-3545.29
A018525,U101153,2026-03,4,,9322.1,314.07,52,16331.69,26.8,64,275.12,17607.73,38.95,-1276.03
A018526,U101233,2026-03,4,,15167.46,1295.13,14,18131.77,22.3,12,1421.78,17061.36,-126.65,1070.41
A018527,U110474,2026-03,1,,6187.43,250.83,37,9280.77,22.9,58,177.31,10284.05,73.52,-1003.27
A018528,U106686,2026-03,2,,10766.76,783.06,16,12528.99,15.1,17,707.45,12026.73,75.61,502.27
A018529,U111302,2026-03,1,,21164.71,1285.01,20,25700.3,13.4,12,1894.35,22732.18,-609.33,2968.12
A018530,U108484,2026-03,2,,8819.92,899.07,11,9889.73,15.1,12,796.49,9557.85,102.58,331.88
A018531,U112511,2026-03,1,,3729.12,254.07,17,4319.2,18.2,43,118.69,5103.6,135.38,-784.41
A018532,U107233,2026-03,2,,16633.85,963.56,22,21198.21,12.0,18,1014.37,18258.59,-50.81,2939.62
A018533,U106625,2026-03,2,,18688.78,898.62,31,27857.14,18.4,35,693.99,24289.58,204.63,3567.57
A018534,U108785,2026-03,2,,10377.21,602.88,21,12660.38,20.5,44,337.4,14845.74,265.47,-2185.36
A018535,U110093,2026-03,1,,5055.69,324.27,18,5836.89,11.8,12,448.72,5384.63,-124.45,452.26
A018536,U112071,2026-03,1,,9081.83,224.75,64,14384.0,13.5,48,245.9,11803.32,-21.15,2580.68
A018537,U106088,2026-03,3,,2058.52,283.94,8,2271.54,22.8,32,86.45,2766.24,197.5,-494.7
A018538,U104221,2026-03,3,,3836.23,428.75,10,4287.52,23.4,34,155.39,5283.4,273.36,-995.89
A018539,U100262,2026-03,4,,10511.3,582.69,21,12236.54,14.9,47,296.56,13938.36,286.13,-1701.82
A018540,U102962,2026-03,4,,13025.75,678.1,27,18308.82,26.7,42,480.5,20180.87,197.61,-1872.06
A018541,U108905,2026-03,2,,10859.91,498.79,32,15961.25,22.9,33,446.54,14735.96,52.24,1225.29
A018542,U103336,2026-03,3,,8917.89,500.19,22,11004.11,19.9,36,330.97,11914.8,169.22,-910.69
A018543,U105800,2026-03,3,,6727.05,909.75,8,7278.03,11.7,12,596.75,7160.96,313.01,117.07
A018544,U107623,2026-03,2,,12448.0,706.78,23,16255.89,20.6,18,809.77,14575.81,-102.99,1680.08
A018545,U112681,2026-03,1,,12032.62,521.38,30,15641.47,20.4,51,354.69,18089.1,166.69,-2447.63
A018546,U112900,2026-03,1,,4669.76,471.06,11,5181.67,14.8,13,390.98,5082.8,80.08,98.87
A018547,U111401,2026-03,1,,10058.74,804.79,14,11267.01,8.9,12,879.19,10550.22,-74.4,716.78
A018548,U110006,2026-03,1,,5097.14,258.55,23,5946.64,8.9,20,275.17,5503.36,-16.62,443.28
A018549,U108991,2026-03,2,,13787.86,818.02,21,17178.44,16.5,24,678.4,16281.49,139.63,896.95
A018550,U106406,2026-03,3,,5052.56,155.8,60,9347.7,23.7,84,123.72,10392.42,32.08,-1044.72
A018551,U112215,2026-03,1,,2010.57,268.58,8,2148.64,10.6,12,177.32,2127.87,91.26,20.77
A018552,U109831,2026-03,2,,13025.59,398.7,50,19935.13,9.8,51,313.3,15978.29,85.4,3956.84
A018553,U107601,2026-03,2,,13636.13,446.27,42,18743.25,12.5,25,622.37,15559.15,-176.1,3184.1
A018554,U110692,2026-03,1,,10709.1,364.2,44,16024.86,8.9,46,275.63,12678.85,88.57,3346.01
A018555,U109321,2026-03,2,,10109.38,280.0,58,16239.87,10.6,52,243.31,12652.1,36.69,3587.77
A018556,U102963,2026-03,4,,2815.92,277.33,11,3050.58,13.0,26,124.85,3246.22,152.47,-195.64
A018557,U112295,2026-03,1,,3864.89,236.77,19,4498.59,15.1,40,123.56,4942.57,113.2,-443.98
A018558,U104313,2026-03,3,,5776.53,301.34,23,6930.72,8.9,24,263.63,6327.23,37.7,603.49
A018559,U108332,2026-03,2,,10944.34,594.61,22,13081.39,18.3,38,381.61,14501.0,213.0,-1419.61
A018560,U110571,2026-03,1,,13700.07,719.56,24,17269.44,14.4,14,1068.92,14964.93,-349.36,2304.51
A018561,U109629,2026-03,2,,7273.81,400.45,21,8409.45,8.9,12,635.77,7629.22,-235.32,780.23
A018562,U112605,2026-03,1,,20193.32,727.83,38,27657.65,8.9,40,585.27,23410.8,142.56,4246.85
A018563,U112166,2026-03,1,,4744.68,375.5,15,5632.52,22.4,28,219.12,6135.32,156.38,-502.79
A018564,U107300,2026-03,2,,7937.27,393.26,30,11797.95,28.3,45,288.12,12965.35,105.15,-1167.4
A018565,U108736,2026-03,2,,13247.82,521.61,38,19821.23,25.1,61,386.4,23570.6,135.21,-3749.38
A018566,U110749,2026-03,1,,7693.1,310.39,43,13346.56,28.1,25,410.03,10250.63,-99.64,3095.93
A018567,U108151,2026-03,2,,13186.11,599.72,28,16792.28,19.6,45,416.07,18723.07,183.66,-1930.8
A018568,U112653,2026-03,1,,16047.61,913.57,22,20098.65,17.4,12,1466.67,17600.0,-553.09,2498.65
A018569,U105692,2026-03,3,,7033.18,366.62,25,9165.44,15.3,20,400.62,8012.48,-34.01,1152.95
A018570,U103210,2026-03,4,,4801.05,580.28,9,5222.48,13.4,14,372.34,5212.8,207.93,9.68
A018571,U113057,2026-03,1,,8722.98,481.22,23,11067.99,13.5,28,364.91,10217.44,116.31,850.55
A018572,U102968,2026-03,4,,10291.72,431.86,35,15115.12,19.0,36,377.25,13581.12,54.61,1534.0
A018573,U103660,2026-03,3,,23678.33,1556.34,18,28014.2,13.7,22,1223.2,26910.49,333.14,1103.72
A018574,U101212,2026-03,4,,10664.56,642.65,22,14138.21,19.0,16,759.76,12156.14,-117.11,1982.07
A018575,U105157,2026-03,3,,3378.5,251.28,15,3769.16,8.9,21,174.33,3660.92,76.95,108.24
A018576,U110222,2026-03,1,,10804.63,669.7,19,12724.25,17.6,35,396.9,13891.39,272.8,-1167.14
A018577,U109160,2026-03,2,,10406.33,696.83,19,13239.71,23.8,12,983.01,11796.13,-286.18,1443.58
A018578,U109852,2026-03,2,,7942.96,311.62,36,11218.5,20.6,54,226.83,12248.69,84.8,-1030.2
A018579,U108333,2026-03,2,,6384.45,568.47,13,7390.17,13.9,12,572.94,6875.29,-4.47,514.88
A018580,U110101,2026-03,1,,4376.22,235.23,22,5175.01,8.9,12,382.5,4590.05,-147.28,584.97
A018581,U109563,2026-03,2,,4988.43,664.2,8,5313.59,13.0,34,176.18,5990.07,488.02,-676.48
A018582,U106000,2026-03,3,,7536.87,424.52,24,10188.42,28.9,37,310.05,11471.8,114.47,-1283.38
A018583,U106250,2026-03,3,,12146.39,553.04,28,15485.16,9.9,27,503.67,13599.21,49.37,1885.96
A018584,U112072,2026-03,1,,8159.77,268.31,42,11268.96,18.2,72,187.03,13466.17,81.28,-2197.2
A018585,U103288,2026-03,4,,11753.36,874.81,16,13996.89,16.4,15,871.94,13079.07,2.87,917.83
A018586,U109857,2026-03,2,,9784.65,699.98,17,11899.73,19.3,12,903.12,10837.45,-203.14,1062.28
A018587,U108589,2026-03,2,,6403.79,312.17,26,8116.54,11.5,21,338.11,7100.31,-25.93,1016.24
A018588,U107872,2026-03,2,,2809.45,246.34,13,3202.45,14.3,12,252.65,3031.79,-6.31,170.66
A018589,U110200,2026-03,1,,4225.75,411.33,12,4935.99,27.5,40,162.49,6499.42,248.85,-1563.43
A018590,U109844,2026-03,2,,10330.04,370.89,42,15577.41,20.6,30,443.46,13303.84,-72.57,2273.56
A018591,U108924,2026-03,2,,3216.98,206.45,19,3922.52,18.4,21,180.34,3787.05,26.11,135.47
A018592,U112250,2026-03,1,,7939.56,394.99,26,10269.73,19.5,51,230.19,11739.63,164.8,-1469.9
A018593,U110434,2026-03,1,,1997.47,199.67,11,2196.4,14.1,12,179.44,2153.29,20.23,43.11
A018594,U103019,2026-03,4,,2857.58,361.04,9,3249.4,23.0,12,268.83,3225.97,92.21,23.43
A018595,U109219,2026-03,2,,15433.31,927.23,20,18544.69,16.4,12,1403.2,16838.41,-475.97,1706.28
A018596,U110644,2026-03,1,,10361.42,338.7,47,15918.87,20.0,73,246.42,17988.61,92.28,-2069.75
A018597,U106043,2026-03,3,,8453.88,1315.45,7,9208.13,13.8,12,758.25,9099.05,557.19,109.08
A018598,U102508,2026-03,4,,4604.77,315.99,18,5687.89,13.1,21,246.56,5177.72,69.44,510.17
A018599,U101685,2026-03,4,,5684.97,256.79,29,7446.8,18.9,48,169.68,8144.71,87.1,-697.91
A018600,U112235,2026-03,1,,17811.49,1170.38,19,22237.29,23.9,36,697.86,25122.98,472.52,-2885.69
